Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,-0.140312444011041,0.0406896282287972,-0.0455942620430078,0,0,0,45.7809789080786,9.88051098086247,4.08214893060938E-12,9.46261351854374E-13,22.6737326644668,-8.3449645673351E-13,32.1471749189845,0,0,0,0,0,0,package://slope2/meshes/base_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://slope2/meshes/base_link.STL,,_X2_677F91D1_X0_-1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
block,1.4684,0.5,0.13501,0,0,0,5.3689,0.4024,7.3518E-13,-0.00015733,3.7492,-7.22E-14,4.1041,0,0,0,0,0,0,package://slope2/meshes/block.STL,0.3,0.3,0.3,1,0,0,0,0,0,0,package://slope2/meshes/block.STL,,_X2_659C576188689762_X0_-1,Origin_j1,Axis_j1,j1,fixed,-1.60919340721111,0.147466128390666,-0.459310371771112,1.5707963267949,0,0,base_link,0,0,0,,,,,,,,,,,,
