Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,1.3037,0.95352,1.9591,0,0,0,6005.2,55067,-21.243,-6.5481,5014,-17.119,59070,0,0,0,0,0,0,package://layout1/meshes/base_link.STL,1,1,1,1,0,0,0,0,0,0,package://layout1/meshes/base_link.STL,,_X2_5730677F_X0_-1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
link1,0.5,3.5,1.5,0,0,0,6000,59000,3.5974E-10,1.7962E-12,5000,-2.3081E-12,55000,0,0,0,0,0,0,package://layout1/meshes/link1.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://layout1/meshes/link1.STL,,_X2_67F14F4D_X0_-2;_X2_67F14F4D_X0_-1,Origin_j1,Axis_j1,j1,fixed,-0.19515527927728,-2.45999999999998,-2.54363733447166,1.5707963267949,0,1.5707963267949,base_link,0,0,0,,,,,,,,,,,,
